mesh_term,primary_category,category_label
Geographic Information Systems,medications_drug_safety,Medications & Drug Safety
Geriatric Assessment,medications_drug_safety,Medications & Drug Safety
Geriatric Nursing,medications_drug_safety,Medications & Drug Safety
Germ Cells,childrens_health,Children's Health
Germ-Line Mutation,medications_drug_safety,Medications & Drug Safety
Germany,breathing_lungs,Breathing & Lungs
Gestational Age,womens_reproductive,Women's & Reproductive Health
Ghana,heart_blood_vessels,Heart & Blood Vessels
Giant Cell Arteritis,medications_drug_safety,Medications & Drug Safety
Gingival Crevicular Fluid,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Gingival Hemorrhage,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Glasgow Coma Scale,emergency_critical_care,Emergency & Critical Care
Glass,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Glial Fibrillary Acidic Protein,childrens_health,Children's Health
Glioma,brain_nervous_system,Brain & Nervous System
Glomerular Filtration Rate,kidney_urinary,Kidney & Urinary Health
Glucocorticoids,breathing_lungs,Breathing & Lungs
Glucose Tolerance Test,womens_reproductive,Women's & Reproductive Health
Glutamic Acid,medications_drug_safety,Medications & Drug Safety
Glutathione,womens_reproductive,Women's & Reproductive Health
Glutens,ear_nose_throat,"Ear, Nose & Throat"
Glycated Hemoglobin A,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
"Glycation End Products, Advanced",medications_drug_safety,Medications & Drug Safety
"Goiter, Nodular",hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Gonadotropin-Releasing Hormone,womens_reproductive,Women's & Reproductive Health
Gonorrhea,infections,Infections & Infectious Disease
Gout,medications_drug_safety,Medications & Drug Safety
Government,public_health_prevention,Public Health & Prevention
Government Agencies,brain_nervous_system,Brain & Nervous System
Government Programs,eye_health,Eye Health
Government Regulation,medications_drug_safety,Medications & Drug Safety
Graft Rejection,digestive_liver,Digestive System & Liver
Graft Survival,childrens_health,Children's Health
Graft vs Host Disease,blood_immune,Blood & Immune Disorders
Gram-Positive Bacteria,childrens_health,Children's Health
Gram-Positive Bacterial Infections,childrens_health,Children's Health
Granulocytes,breathing_lungs,Breathing & Lungs
Granuloma,brain_nervous_system,Brain & Nervous System
Greece,breathing_lungs,Breathing & Lungs
Group Processes,medications_drug_safety,Medications & Drug Safety
Growth,childrens_health,Children's Health
Growth Hormone,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Growth Plate,bones_joints_muscles,"Bones, Joints & Muscles"
Guanidinoacetate N-Methyltransferase,womens_reproductive,Women's & Reproductive Health
Guideline Adherence,infections,Infections & Infectious Disease
Guidelines as Topic,medications_drug_safety,Medications & Drug Safety
Guinea Pigs,medications_drug_safety,Medications & Drug Safety
Gynecologic Surgical Procedures,cancer,Cancer
HIV,infections,Infections & Infectious Disease
HIV Infections,infections,Infections & Infectious Disease
HIV Seropositivity,infections,Infections & Infectious Disease
HIV Seroprevalence,infections,Infections & Infectious Disease
HIV-1,breathing_lungs,Breathing & Lungs
HIV-2,breathing_lungs,Breathing & Lungs
HLA Antigens,medications_drug_safety,Medications & Drug Safety
HLA-DQ Antigens,ear_nose_throat,"Ear, Nose & Throat"
Hair,kidney_urinary,Kidney & Urinary Health
"Hair Cells, Auditory, Outer",medications_drug_safety,Medications & Drug Safety
Half-Life,medications_drug_safety,Medications & Drug Safety
Halitosis,kidney_urinary,Kidney & Urinary Health
Hand,digestive_liver,Digestive System & Liver
Hand Disinfection,medications_drug_safety,Medications & Drug Safety
Hand Strength,digestive_liver,Digestive System & Liver
Haplotypes,childrens_health,Children's Health
Harm Reduction,digestive_liver,Digestive System & Liver
Hazardous Substances,childrens_health,Children's Health
Head Movements,eye_health,Eye Health
Head Protective Devices,ear_nose_throat,"Ear, Nose & Throat"
Head and Neck Neoplasms,cancer,Cancer
Head-Down Tilt,digestive_liver,Digestive System & Liver
Headache,brain_nervous_system,Brain & Nervous System
Health Behavior,childrens_health,Children's Health
Health Care Costs,medications_drug_safety,Medications & Drug Safety
Health Care Rationing,infections,Infections & Infectious Disease
Health Care Reform,medications_drug_safety,Medications & Drug Safety
Health Care Surveys,childrens_health,Children's Health
Health Education,childrens_health,Children's Health
Health Expenditures,heart_blood_vessels,Heart & Blood Vessels
Health Facility Merger,medications_drug_safety,Medications & Drug Safety
"Health Knowledge, Attitudes, Practice",infections,Infections & Infectious Disease
Health Maintenance Organizations,medications_drug_safety,Medications & Drug Safety
Health Manpower,medications_drug_safety,Medications & Drug Safety
Health Personnel,digestive_liver,Digestive System & Liver
Health Policy,public_health_prevention,Public Health & Prevention
Health Promotion,womens_reproductive,Women's & Reproductive Health
Health Resources,emergency_critical_care,Emergency & Critical Care
Health Services,childrens_health,Children's Health
Health Services Accessibility,cancer,Cancer
Health Services Misuse,heart_blood_vessels,Heart & Blood Vessels
Health Services Needs and Demand,medications_drug_safety,Medications & Drug Safety
Health Services Research,emergency_critical_care,Emergency & Critical Care
Health Services for the Aged,medications_drug_safety,Medications & Drug Safety
Health Status,medications_drug_safety,Medications & Drug Safety
Health Status Disparities,public_health_prevention,Public Health & Prevention
Health Status Indicators,medications_drug_safety,Medications & Drug Safety
Health Surveys,heart_blood_vessels,Heart & Blood Vessels
Healthcare Disparities,childrens_health,Children's Health
Healthy Lifestyle,medications_drug_safety,Medications & Drug Safety
Hearing Disorders,childrens_health,Children's Health
Hearing Loss,childrens_health,Children's Health
"Hearing Loss, Sensorineural",ear_nose_throat,"Ear, Nose & Throat"
"Hearing Loss, Sudden",ear_nose_throat,"Ear, Nose & Throat"
Heart,heart_blood_vessels,Heart & Blood Vessels
Heart Arrest,heart_blood_vessels,Heart & Blood Vessels
Heart Atria,heart_blood_vessels,Heart & Blood Vessels
"Heart Defects, Congenital",childrens_health,Children's Health
Heart Failure,heart_blood_vessels,Heart & Blood Vessels
Heart Rate,heart_blood_vessels,Heart & Blood Vessels
"Heart Rate, Fetal",womens_reproductive,Women's & Reproductive Health
Heart Transplantation,heart_blood_vessels,Heart & Blood Vessels
Heart Valve Prosthesis,heart_blood_vessels,Heart & Blood Vessels
Heart Valve Prosthesis Implantation,heart_blood_vessels,Heart & Blood Vessels
Heart Ventricles,heart_blood_vessels,Heart & Blood Vessels
Heart-Assist Devices,heart_blood_vessels,Heart & Blood Vessels
Heartburn,digestive_liver,Digestive System & Liver
Helicobacter Infections,infections,Infections & Infectious Disease
Helicobacter pylori,infections,Infections & Infectious Disease
Hemagglutination Inhibition Tests,infections,Infections & Infectious Disease
Hemangioma,childrens_health,Children's Health
Hematocrit,dental_oral,Dental & Oral Health
Hematologic Neoplasms,cancer,Cancer
"Hematoma, Epidural, Spinal",cancer,Cancer
"Hematoma, Subdural",medications_drug_safety,Medications & Drug Safety
Hematopoietic Stem Cell Mobilization,cancer,Cancer
Hematopoietic Stem Cell Transplantation,cancer,Cancer
Hematopoietic Stem Cells,cancer,Cancer
Hemispherectomy,brain_nervous_system,Brain & Nervous System
Hemodiafiltration,kidney_urinary,Kidney & Urinary Health
Hemodynamics,heart_blood_vessels,Heart & Blood Vessels
Hemoglobins,blood_immune,Blood & Immune Disorders
Hemorrhage,heart_blood_vessels,Heart & Blood Vessels
"Hemostasis, Surgical",heart_blood_vessels,Heart & Blood Vessels
Hemostatic Techniques,digestive_liver,Digestive System & Liver
Hemostatics,heart_blood_vessels,Heart & Blood Vessels
Heparin,heart_blood_vessels,Heart & Blood Vessels
"Heparin, Low-Molecular-Weight",emergency_critical_care,Emergency & Critical Care
Hepatectomy,digestive_liver,Digestive System & Liver
Hepatic Artery,cancer,Cancer
Hepatic Veins,digestive_liver,Digestive System & Liver
Hepatitis B e Antigens,digestive_liver,Digestive System & Liver
Hepatitis B virus,digestive_liver,Digestive System & Liver
"Hepatitis B, Chronic",digestive_liver,Digestive System & Liver
Hepatitis C,kidney_urinary,Kidney & Urinary Health
"Hepatitis C, Chronic",digestive_liver,Digestive System & Liver
"Hepatitis, Chronic",infections,Infections & Infectious Disease
"Hepatitis, Viral, Human",infections,Infections & Infectious Disease
Hepatocytes,digestive_liver,Digestive System & Liver
Hepatorenal Syndrome,kidney_urinary,Kidney & Urinary Health
Heredity,medications_drug_safety,Medications & Drug Safety
"Hernia, Diaphragmatic",childrens_health,Children's Health
"Hernia, Hiatal",digestive_liver,Digestive System & Liver
"Hernia, Inguinal",digestive_liver,Digestive System & Liver
"Hernias, Diaphragmatic, Congenital",childrens_health,Children's Health
Herniorrhaphy,infections,Infections & Infectious Disease
Herpes Labialis,infections,Infections & Infectious Disease
Herpesviridae Infections,childrens_health,Children's Health
"Herpesvirus 1, Human",infections,Infections & Infectious Disease
Heterozygote,cancer,Cancer
"Hierarchy, Social",mental_health,Mental Health
Hip,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Hip Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Hip Joint,bones_joints_muscles,"Bones, Joints & Muscles"
Hip Prosthesis,bones_joints_muscles,"Bones, Joints & Muscles"
Hippocampus,brain_nervous_system,Brain & Nervous System
Hirschsprung Disease,childrens_health,Children's Health
Hispanic Americans,childrens_health,Children's Health
Histamine,childrens_health,Children's Health
"Histamine H1 Antagonists, Non-Sedating",medications_drug_safety,Medications & Drug Safety
Histocompatibility Antigens Class II,blood_immune,Blood & Immune Disorders
Histocompatibility Testing,ear_nose_throat,"Ear, Nose & Throat"
Histological Techniques,womens_reproductive,Women's & Reproductive Health
"History, 21st Century",medications_drug_safety,Medications & Drug Safety
"History, Ancient",skin_dermatology,Skin & Dermatology
Hodgkin Disease,womens_reproductive,Women's & Reproductive Health
Home Care Services,medications_drug_safety,Medications & Drug Safety
Home Health Aides,medications_drug_safety,Medications & Drug Safety
Homeostasis,womens_reproductive,Women's & Reproductive Health
Homes for the Aged,medications_drug_safety,Medications & Drug Safety
Homocysteine,bones_joints_muscles,"Bones, Joints & Muscles"
"Homosexuality, Male",infections,Infections & Infectious Disease
Homozygote,cancer,Cancer
Hong Kong,emergency_critical_care,Emergency & Critical Care
Hormone Antagonists,womens_reproductive,Women's & Reproductive Health
Hormone Replacement Therapy,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Hospice Care,medications_drug_safety,Medications & Drug Safety
Hospital Administration,medications_drug_safety,Medications & Drug Safety
Hospital Bed Capacity,medications_drug_safety,Medications & Drug Safety
"Hospital Bed Capacity, 500 and over",breathing_lungs,Breathing & Lungs
Hospital Charges,childrens_health,Children's Health
Hospital Costs,childrens_health,Children's Health
Hospital Mortality,heart_blood_vessels,Heart & Blood Vessels
Hospital Records,womens_reproductive,Women's & Reproductive Health
Hospital Units,childrens_health,Children's Health
Hospitalization,childrens_health,Children's Health
Hospitals,infections,Infections & Infectious Disease
"Hospitals, County",childrens_health,Children's Health
"Hospitals, General",childrens_health,Children's Health
"Hospitals, Group Practice",childrens_health,Children's Health
"Hospitals, High-Volume",cancer,Cancer
"Hospitals, Pediatric",childrens_health,Children's Health
"Hospitals, Private",childrens_health,Children's Health
"Hospitals, Proprietary",public_health_prevention,Public Health & Prevention
"Hospitals, Psychiatric",mental_health,Mental Health
"Hospitals, Public",medications_drug_safety,Medications & Drug Safety
"Hospitals, Teaching",cancer,Cancer
"Hospitals, University",childrens_health,Children's Health
"Hospitals, Veterans",heart_blood_vessels,Heart & Blood Vessels
"Hospitals, Voluntary",public_health_prevention,Public Health & Prevention
Hot Flashes,skin_dermatology,Skin & Dermatology
House Calls,medications_drug_safety,Medications & Drug Safety
Human Growth Hormone,digestive_liver,Digestive System & Liver
Humans,childrens_health,Children's Health
Humeral Fractures,bones_joints_muscles,"Bones, Joints & Muscles"
Humerus,bones_joints_muscles,"Bones, Joints & Muscles"
Hyaluronic Acid,digestive_liver,Digestive System & Liver
Hydatidiform Mole,womens_reproductive,Women's & Reproductive Health
Hydrocephalus,childrens_health,Children's Health
Hydrocortisone,medications_drug_safety,Medications & Drug Safety
"Hydrogel, Polyethylene Glycol Dimethacrylate",infections,Infections & Infectious Disease
Hydrogen-Ion Concentration,digestive_liver,Digestive System & Liver
Hydroxychloroquine,blood_immune,Blood & Immune Disorders
Hydroxymethylglutaryl-CoA Reductase Inhibitors,brain_nervous_system,Brain & Nervous System
Hygiene,bones_joints_muscles,"Bones, Joints & Muscles"
Hyperbaric Oxygenation,childrens_health,Children's Health
"Hyperbilirubinemia, Neonatal",childrens_health,Children's Health
Hyperglycemia,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Hyperlipidemias,medications_drug_safety,Medications & Drug Safety
Hyperopia,childrens_health,Children's Health
Hypersensitivity,ear_nose_throat,"Ear, Nose & Throat"
"Hypersensitivity, Immediate",childrens_health,Children's Health
Hypertension,heart_blood_vessels,Heart & Blood Vessels
"Hypertension, Portal",digestive_liver,Digestive System & Liver
"Hyperthermia, Induced",brain_nervous_system,Brain & Nervous System
Hypertrophy,childrens_health,Children's Health
"Hypertrophy, Left Ventricular",heart_blood_vessels,Heart & Blood Vessels
Hypesthesia,medications_drug_safety,Medications & Drug Safety
Hypoalbuminemia,cancer,Cancer
Hypoglycemia,heart_blood_vessels,Heart & Blood Vessels
Hypoglycemic Agents,hormones_metabolism_nutrition,"Hormones, Metabolism & Nutrition"
Hypolipidemic Agents,heart_blood_vessels,Heart & Blood Vessels
Hyponatremia,kidney_urinary,Kidney & Urinary Health
Hypotension,kidney_urinary,Kidney & Urinary Health
Hypothyroidism,womens_reproductive,Women's & Reproductive Health
Hypoxia,brain_nervous_system,Brain & Nervous System
"Hypoxia-Inducible Factor 1, alpha Subunit",medications_drug_safety,Medications & Drug Safety
